year,partner_country,segment,chip_import_charges
2022,Tuvalu,general,1830.0
2022,Uganda,general,1804.0
2022,Ukraine,general,3585918.0
2022,United Arab Emirates,general,8281992.0
2022,United Kingdom,general,63054463.0
2022,Uruguay,general,30701.0
2022,Uzbekistan,general,5045.0
2022,Vanuatu,general,77.0
2022,Vatican City,general,3606.0
2022,Venezuela,general,282317.0
2022,Vietnam,general,1291063364.0
2022,Wallis and Futuna,general,583.0
2022,West Bank,general,20.0
2022,Yemen,general,3247.0
2022,Zambia,general,455.0
2022,Zimbabwe,general,0.0
2023,Afghanistan,general,38153.0
2023,Albania,general,19958.0
2023,Algeria,general,8702.0
2023,Andorra,general,58355.0
2023,Angola,general,0.0
2023,Anguilla,general,4986.0
2023,Antigua and Barbuda,general,245963.0
2023,Argentina,general,569614.0
2023,Armenia,general,205294.0
2023,Aruba,general,1040.0
2023,Australia,general,8059004.0
2023,Austria,general,54179815.0
2023,Azerbaijan,general,2169.0
2023,Bahamas,general,13518.0
2023,Bahrain,general,7413.0
2023,Bangladesh,general,321445.0
2023,Barbados,general,23278.0
2023,Belarus,general,6725.0
2023,Belgium,general,9465493.0
2023,Belize,general,21341.0
2023,Benin,general,0.0
2023,Bermuda,general,4256.0
2023,Bhutan,general,450.0
2023,Bolivia,general,18142.0
2023,Bosnia and Herzegovina,general,234618.0
2023,Botswana,general,3735.0
2023,Brazil,general,41964102.0
2023,British Indian Ocean Territory,general,9025.0
2023,British Virgin Islands,general,363.0
2023,Brunei,general,2435.0
2023,Bulgaria,general,4104645.0
2023,Burkina Faso,general,0.0
2023,Cabo Verde,general,3021.0
2023,Cambodia,general,103788964.0
2023,Cameroon,general,45262.0
2023,Canada,general,90585062.0
2023,Cayman Islands,general,45429.0
2023,Central African Republic,general,44.0
2023,Chad,general,2135.0
2023,Chile,general,704155.0
2023,China,general,2911449675.0
2023,Christmas Island,general,9972.0
2023,Cocos (Keeling) Islands,general,4075.0
2023,Colombia,general,7472696.0
2023,Comoros,general,0.0
2023,Cook Islands,general,24.0
2023,Costa Rica,general,9511878.0
2023,Croatia,general,8966865.0
2023,Curaçao,general,25950.0
2023,Cyprus,general,48009.0
2023,Czechia (Czech Republic),general,33061944.0
2023,Côte d`Ivoire,general,1089.0
2023,Democratic Republic of the Congo,general,527.0
2023,Denmark,general,9596576.0
2023,Djibouti,general,1669.0
2023,Dominica,general,4341.0
2023,Dominican Republic,general,11341032.0
2023,Ecuador,general,2237172.0
2023,Egypt,general,1071649.0
2023,El Salvador,general,2414514.0
2023,Equatorial Guinea,general,0.0
2023,Eritrea,general,29.0
2023,Estonia,general,4351544.0
2023,Eswatini (Swaziland),general,12322.0
2023,Ethiopia,general,1918.0
2023,Falkland Islands,general,1977.0
2023,Faroe Islands,general,4146.0
2023,Fiji,general,3960.0
2023,Finland,general,11901550.0
2023,France,general,51398517.0
2023,French Guiana,general,9415.0
2023,French Polynesia,general,5029.0
2023,French Southern and Antarctic Lands,general,382.0
2023,Gabon,general,967.0
2023,Gambia,general,1995.0
2023,Gaza Strip,general,9459.0
2023,Georgia,general,45432.0
2023,Germany,general,262136010.0
2023,Ghana,general,787.0
2023,Gibraltar,general,236.0
2023,Greece,general,2883196.0
2023,Greenland,general,292.0
2023,Grenada,general,2509.0
2023,Guadeloupe,general,24804.0
2023,Guatemala,general,621416.0
2023,Guinea,general,3666.0
2023,Guinea-Bissau,general,0.0
2023,Guyana,general,21554.0
2023,Haiti,general,56758.0
2023,Heard and McDonald Islands,general,798.0
2023,Honduras,general,29403570.0
2023,Hong Kong,general,7073731.0
2023,Hungary,general,48376334.0
2023,Iceland,general,43309.0
2023,India,general,301951088.0
2023,Indonesia,general,120873389.0
2023,Iraq,general,4127.0
2023,Ireland,general,17610414.0
2023,Israel,general,50082923.0
2023,Italy,general,81729597.0
2023,Jamaica,general,17518.0
2023,Japan,general,402118744.0
2023,Jordan,general,1874364.0
2023,Kazakhstan,general,21600.0
2023,Kenya,general,20219.0
2023,Kiribati,general,1630.0
2023,Kosovo,general,431.0
2023,Kuwait,general,6781.0
2023,Kyrgyzstan,general,4125.0
2023,Laos,general,300627.0
2023,Latvia,general,1907283.0
2023,Lebanon,general,26456.0
2023,Lesotho,general,4313.0
2023,Liberia,general,774.0
2023,Libya,general,1951.0
2023,Liechtenstein,general,280744.0
2023,Lithuania,general,2290032.0
2023,Luxembourg,general,639857.0
2023,Macau,general,74435.0
2023,Madagascar,general,537.0
2023,Malawi,general,918.0
2023,Malaysia,general,435397855.0
2023,Maldives,general,1760.0
2023,Mali,general,6097.0
2023,Malta,general,1404979.0
2023,Marshall Islands,general,146.0
2023,Martinique,general,253.0
2023,Mauritania,general,4208.0
2023,Mauritius,general,23176.0
2023,Mayotte,general,927.0
2023,Mexico,general,390740809.0
2023,Micronesia,general,5562.0
2023,Moldova,general,135723.0
2023,Monaco,general,23183.0
2023,Mongolia,general,2749.0
2023,Montenegro,general,75049.0
2023,Montserrat ,general,4294.0
2023,Morocco,general,6713470.0
2023,Mozambique,general,1388.0
2023,Myanmar (Burma),general,270283.0
2023,Namibia,general,8286.0
2023,Nauru,general,1733.0
2023,Nepal,general,366.0
2023,Netherlands,general,20290741.0
2023,New Caledonia,general,6150.0
2023,New Zealand,general,2681420.0
2023,Nicaragua,general,55899544.0
2023,Niger,general,6670.0
2023,Nigeria,general,8875.0
2023,Niue,general,117.0
2023,Norfolk Island,general,0.0
2023,North Macedonia,general,614954.0
2023,Norway,general,4046589.0
2023,Oman,general,67605.0
2023,Pakistan,general,339097.0
2023,Palau,general,46.0
2023,Panama,general,182641.0
2023,Papua New Guinea,general,984.0
2023,Paraguay,general,433499.0
2023,Peru,general,1537313.0
2023,Philippines,general,129278232.0
2023,Pitcairn Islands,general,0.0
2023,Poland,general,48877856.0
2023,Portugal,general,8986001.0
2023,Qatar,general,11770.0
2023,Republic of the Congo,general,671.0
2023,Reunion,general,532.0
2023,Romania,general,21469763.0
2023,Russia,general,556581.0
2023,Rwanda,general,1202.0
2023,Saint Helena,general,2079.0
2023,Saint Kitts and Nevis,general,518147.0
2023,Saint Lucia,general,13506.0
2023,Saint Pierre and Miquelon,general,0.0
2023,Saint Vincent and the Grenadines,general,2677.0
2023,Samoa,general,12502.0
2023,San Marino,general,5413.0
2023,Saudi Arabia,general,192632.0
2023,Senegal,general,5998.0
2023,Serbia,general,5156666.0
2023,Seychelles,general,2024.0
2023,Sierra Leone,general,45560.0
2023,Singapore,general,71824049.0
2023,Sint Maarten,general,36289.0
2023,Slovakia,general,10581239.0
2023,Slovenia,general,3695976.0
2023,Solomon Islands,general,474.0
2023,Somalia,general,200.0
2023,South Africa,general,3147113.0
2023,South Korea,general,383473698.0
2023,South Sudan,general,2723.0
2023,Spain,general,35515353.0
2023,Sri Lanka,general,1103643.0
2023,Suriname,general,2293.0
2023,Svalbard and Jan Mayen,general,0.0
2023,Sweden,general,15755200.0
2023,Switzerland,general,28138716.0
2023,Syria,general,258.0
2023,São Tomé and Príncipe,general,2506.0
2023,Taiwan,general,441943645.0
2023,Tajikistan,general,7249.0
2023,Tanzania,general,2092.0
2023,Thailand,general,407342280.0
2023,Timor-Leste,general,1873.0
2023,Togo,general,1250.0
2023,Tokelau,general,1.0
2023,Tonga,general,15570.0
2023,Trinidad and Tobago,general,99162.0
2023,Tunisia,general,4299320.0
2023,Turkey,general,21584754.0
2023,Turkmenistan,general,382.0
2023,Turks and Caicos Islands,general,24046.0
2023,Tuvalu,general,5668.0
2023,Uganda,general,1135.0
2023,Ukraine,general,2233406.0
2023,United Arab Emirates,general,4442616.0
2023,United Kingdom,general,60424300.0
2023,Uruguay,general,42871.0
2023,Uzbekistan,general,5353.0
2023,Vanuatu,general,3990.0
2023,Vatican City,general,1842.0
2023,Venezuela,general,216370.0
2023,Vietnam,general,689339202.0
2023,Wallis and Futuna,general,8.0
2023,West Bank,general,492.0
2023,Yemen,general,2454.0
2023,Zambia,general,76.0
2023,Zimbabwe,general,1929.0
2024,Afghanistan,general,2966.0
2024,Albania,general,32238.0
2024,Algeria,general,4328.0
2024,Andorra,general,64120.0
2024,Angola,general,0.0
2024,Anguilla,general,2241.0
2024,Antigua and Barbuda,general,8673.0
2024,Argentina,general,538847.0
2024,Armenia,general,13030.0
2024,Aruba,general,3200.0
2024,Australia,general,6753854.0
2024,Austria,general,48960660.0
2024,Azerbaijan,general,6694.0
2024,Bahamas,general,35013.0
2024,Bahrain,general,2409.0
2024,Bangladesh,general,259630.0
2024,Barbados,general,16898.0
2024,Belarus,general,3882.0
2024,Belgium,general,12789506.0
2024,Belize,general,14879.0
2024,Benin,general,194.0
2024,Bermuda,general,9922.0
2024,Bhutan,general,0.0
2024,Bolivia,general,12797.0
2024,Bosnia and Herzegovina,general,233912.0
2024,Botswana,general,1164.0
2024,Brazil,general,50160328.0
2024,British Indian Ocean Territory,general,2514.0
2024,British Virgin Islands,general,45520.0
2024,Brunei,general,624.0
2024,Bulgaria,general,3955400.0
2024,Burkina Faso,general,1077.0
2024,Cabo Verde,general,568.0
2024,Cambodia,general,78323868.0
2024,Cameroon,general,40447.0
2024,Canada,general,90967766.0
2024,Cayman Islands,general,1133052.0
2024,Central African Republic,general,202.0
2024,Chad,general,1656.0
2024,Chile,general,542886.0
2024,China,general,3085041903.0
2024,Christmas Island,general,6464.0
2024,Cocos (Keeling) Islands,general,6149.0
2024,Colombia,general,11811971.0
2024,Comoros,general,0.0
2024,Cook Islands,general,1305.0
2024,Costa Rica,general,9321459.0
2024,Croatia,general,12714797.0
2024,Curaçao,general,19674.0
2024,Cyprus,general,64574.0
2024,Czechia (Czech Republic),general,33208483.0
2024,Côte d`Ivoire,general,24856.0
2024,Democratic Republic of the Congo,general,1157.0
2024,Denmark,general,14000689.0
2024,Djibouti,general,2946.0
2024,Dominica,general,10208.0
2024,Dominican Republic,general,9844183.0
2024,Ecuador,general,2471868.0
2024,Egypt,general,1844616.0
2024,El Salvador,general,3392415.0
2024,Equatorial Guinea,general,0.0
2024,Eritrea,general,0.0
2024,Estonia,general,6461241.0
2024,Eswatini (Swaziland),general,10301.0
2024,Ethiopia,general,1352.0
2024,Falkland Islands,general,210.0
2024,Faroe Islands,general,450.0
2024,Fiji,general,3900.0
2024,Finland,general,12424305.0
2024,France,general,46980947.0
2024,French Guiana,general,3006.0
2024,French Polynesia,general,7879.0
2024,French Southern and Antarctic Lands,general,24.0
2024,Gabon,general,32477.0
2024,Gambia,general,160.0
2024,Gaza Strip,general,4552.0
2024,Georgia,general,51833.0
2024,Germany,general,245558967.0
2024,Ghana,general,2191.0
2024,Gibraltar,general,336.0
2024,Greece,general,3860738.0
2024,Greenland,general,23.0
2024,Grenada,general,1950.0
2024,Guadeloupe,general,9244.0
2024,Guatemala,general,1054516.0
2024,Guinea,general,1967.0
2024,Guinea-Bissau,general,0.0
2024,Guyana,general,984.0
2024,Haiti,general,34067.0
2024,Heard and McDonald Islands,general,1028.0
2024,Honduras,general,47834800.0
2024,Hong Kong,general,5325518.0
2024,Hungary,general,37998203.0
2024,Iceland,general,53750.0
2024,India,general,339460771.0
2024,Indonesia,general,118290983.0
2024,Iraq,general,594.0
2024,Ireland,general,13450111.0
2024,Israel,general,45429586.0
2024,Italy,general,85622612.0
2024,Jamaica,general,15367.0
2024,Japan,general,330266281.0
2024,Jordan,general,1677987.0
2024,Kazakhstan,general,18538.0
2024,Kenya,general,13645.0
2024,Kiribati,general,250.0
2024,Kosovo,general,1.0
2024,Kuwait,general,3811.0
2024,Kyrgyzstan,general,5292.0
2024,Laos,general,29213476.0
2024,Latvia,general,2235915.0
2024,Lebanon,general,34110.0
2024,Lesotho,general,2814.0
2024,Liberia,general,500.0
2024,Libya,general,2668.0
2024,Liechtenstein,general,244305.0
2024,Lithuania,general,2135250.0
2024,Luxembourg,general,503664.0
2024,Macau,general,69169.0
2024,Madagascar,general,0.0
2024,Malawi,general,159.0
2024,Malaysia,general,422441824.0
2024,Maldives,general,2846.0
2024,Mali,general,15268.0
2024,Malta,general,1006585.0
2024,Marshall Islands,general,1722.0
2024,Martinique,general,0.0
2024,Mauritania,general,1940.0
2024,Mauritius,general,128933.0
2024,Mayotte,general,607.0
2024,Mexico,general,422384469.0
2024,Micronesia,general,1346.0
2024,Moldova,general,127465.0
2024,Monaco,general,22492.0
2024,Mongolia,general,5290.0
2024,Montenegro,general,57357.0
2024,Montserrat ,general,5390.0
2024,Morocco,general,6756220.0
2024,Mozambique,general,1976.0
2024,Myanmar (Burma),general,598463.0
2024,Namibia,general,10430.0
2024,Nauru,general,2617.0
2024,Nepal,general,1847.0
2024,Netherlands,general,22166086.0
2024,New Caledonia,general,9268.0
2024,New Zealand,general,2492167.0
2024,Nicaragua,general,39033685.0
2024,Niger,general,4077.0
2024,Nigeria,general,3668.0
2024,Niue,general,519.0
2024,Norfolk Island,general,0.0
2024,North Macedonia,general,1015965.0
2024,Norway,general,5717901.0
2024,Oman,general,60418.0
2024,Pakistan,general,533009.0
2024,Palau,general,0.0
2024,Panama,general,332288.0
2024,Papua New Guinea,general,1693.0
2024,Paraguay,general,275558.0
2024,Peru,general,1389296.0
2024,Philippines,general,130138449.0
2024,Pitcairn Islands,general,0.0
2024,Poland,general,41453156.0
2024,Portugal,general,7126941.0
2024,Qatar,general,7761.0
2024,Republic of the Congo,general,471.0
2024,Reunion,general,2139.0
2024,Romania,general,22200039.0
2024,Russia,general,394141.0
2024,Rwanda,general,1646.0
2024,Saint Helena,general,1916.0
2024,Saint Kitts and Nevis,general,473010.0
2024,Saint Lucia,general,12972.0
2024,Saint Pierre and Miquelon,general,204.0
2024,Saint Vincent and the Grenadines,general,10139.0
2024,Samoa,general,0.0
2024,San Marino,general,4104.0
2024,Saudi Arabia,general,1043817.0
2024,Senegal,general,2381.0
2024,Serbia,general,3084028.0
2024,Seychelles,general,14356.0
2024,Sierra Leone,general,38959.0
2024,Singapore,general,45705344.0
2024,Sint Maarten,general,24326.0
2024,Slovakia,general,10623887.0
2024,Slovenia,general,4089371.0
2024,Solomon Islands,general,1168.0
2024,Somalia,general,29823.0
2024,South Africa,general,3520519.0
2024,South Korea,general,310043961.0
2024,South Sudan,general,0.0
2024,Spain,general,24210770.0
2024,Sri Lanka,general,1432288.0
2024,Suriname,general,10935.0
2024,Svalbard and Jan Mayen,general,0.0
2024,Sweden,general,16658406.0
2024,Switzerland,general,29551092.0
2024,Syria,general,42.0
2024,São Tomé and Príncipe,general,3836.0
2024,Taiwan,general,484779878.0
2024,Tajikistan,general,821.0
2024,Tanzania,general,2334.0
2024,Thailand,general,421753623.0
2024,Timor-Leste,general,5619.0
2024,Togo,general,1144.0
2024,Tokelau,general,0.0
2024,Tonga,general,7435.0
2024,Trinidad and Tobago,general,16198.0
2024,Tunisia,general,4180667.0
2024,Turkey,general,31962538.0
2024,Turkmenistan,general,6804.0
2024,Turks and Caicos Islands,general,15403.0
2024,Tuvalu,general,50.0
2024,Uganda,general,2003.0
2024,Ukraine,general,2000501.0
2024,United Arab Emirates,general,3865892.0
2024,United Kingdom,general,52986748.0
2024,Uruguay,general,47296.0
2024,Uzbekistan,general,7648.0
2024,Vanuatu,general,3278.0
2024,Vatican City,general,0.0
2024,Venezuela,general,64670.0
2024,Vietnam,general,864157585.0
2024,Wallis and Futuna,general,0.0
2024,West Bank,general,0.0
2024,Yemen,general,5.0
2024,Zambia,general,1390.0
2024,Zimbabwe,general,295.0
2025,Afghanistan,general,0.0
2025,Albania,general,0.0
2025,Algeria,general,0.0
2025,Andorra,general,0.0
2025,Angola,general,0.0
2025,Anguilla,general,0.0
2025,Antigua and Barbuda,general,0.0
2025,Argentina,general,0.0
2025,Armenia,general,0.0
2025,Aruba,general,0.0
2025,Australia,general,0.0
2025,Austria,general,0.0
2025,Azerbaijan,general,0.0
2025,Bahamas,general,0.0
2025,Bahrain,general,0.0
2025,Bangladesh,general,0.0
2025,Barbados,general,0.0
2025,Belarus,general,0.0
2025,Belgium,general,0.0
2025,Belize,general,0.0
2025,Benin,general,0.0
2025,Bermuda,general,0.0
2025,Bhutan,general,0.0
2025,Bolivia,general,0.0
2025,Bosnia and Herzegovina,general,0.0
2025,Botswana,general,0.0
2025,Brazil,general,0.0
2025,British Indian Ocean Territory,general,0.0
2025,British Virgin Islands,general,0.0
2025,Brunei,general,0.0
2025,Bulgaria,general,0.0
2025,Burkina Faso,general,0.0
2025,Cabo Verde,general,0.0
2025,Cambodia,general,0.0
2025,Cameroon,general,0.0
2025,Canada,general,0.0
2025,Cayman Islands,general,0.0
2025,Central African Republic,general,0.0
2025,Chad,general,0.0
2025,Chile,general,0.0
2025,China,general,0.0
2025,Christmas Island,general,0.0
2025,Cocos (Keeling) Islands,general,0.0
2025,Colombia,general,0.0
2025,Comoros,general,0.0
2025,Cook Islands,general,0.0
2025,Costa Rica,general,0.0
2025,Croatia,general,0.0
2025,Curaçao,general,0.0
2025,Cyprus,general,0.0
2025,Czechia (Czech Republic),general,0.0
2025,Côte d`Ivoire,general,0.0
2025,Democratic Republic of the Congo,general,0.0
2025,Denmark,general,0.0
2025,Djibouti,general,0.0
2025,Dominica,general,0.0
2025,Dominican Republic,general,0.0
2025,Ecuador,general,0.0
2025,Egypt,general,0.0
2025,El Salvador,general,0.0
2025,Equatorial Guinea,general,0.0
2025,Eritrea,general,0.0
2025,Estonia,general,0.0
2025,Eswatini (Swaziland),general,0.0
2025,Ethiopia,general,0.0
2025,Falkland Islands,general,0.0
2025,Faroe Islands,general,0.0
2025,Fiji,general,0.0
2025,Finland,general,0.0
2025,France,general,0.0
2025,French Guiana,general,0.0
2025,French Polynesia,general,0.0
2025,French Southern and Antarctic Lands,general,0.0
2025,Gabon,general,0.0
2025,Gambia,general,0.0
2025,Gaza Strip,general,0.0
2025,Georgia,general,0.0
2025,Germany,general,0.0
2025,Ghana,general,0.0
2025,Gibraltar,general,0.0
2025,Greece,general,0.0
2025,Greenland,general,0.0
2025,Grenada,general,0.0
2025,Guadeloupe,general,0.0
2025,Guatemala,general,0.0
2025,Guinea,general,0.0
2025,Guinea-Bissau,general,0.0
2025,Guyana,general,0.0
2025,Haiti,general,0.0
2025,Heard and McDonald Islands,general,0.0
2025,Honduras,general,0.0
2025,Hong Kong,general,0.0
2025,Hungary,general,0.0
2025,Iceland,general,0.0
2025,India,general,0.0
2025,Indonesia,general,0.0
2025,Iraq,general,0.0
2025,Ireland,general,0.0
2025,Israel,general,0.0
2025,Italy,general,0.0
2025,Jamaica,general,0.0
2025,Japan,general,0.0
2025,Jordan,general,0.0
2025,Kazakhstan,general,0.0
2025,Kenya,general,0.0
2025,Kiribati,general,0.0
2025,Kosovo,general,0.0
2025,Kuwait,general,0.0
2025,Kyrgyzstan,general,0.0
2025,Laos,general,0.0
2025,Latvia,general,0.0
2025,Lebanon,general,0.0
2025,Lesotho,general,0.0
2025,Liberia,general,0.0
2025,Libya,general,0.0
2025,Liechtenstein,general,0.0
2025,Lithuania,general,0.0
2025,Luxembourg,general,0.0
2025,Macau,general,0.0
2025,Madagascar,general,0.0
2025,Malawi,general,0.0
2025,Malaysia,general,0.0
2025,Maldives,general,0.0
2025,Mali,general,0.0
2025,Malta,general,0.0
2025,Marshall Islands,general,0.0
2025,Martinique,general,0.0
2025,Mauritania,general,0.0
2025,Mauritius,general,0.0
2025,Mayotte,general,0.0
2025,Mexico,general,0.0
2025,Micronesia,general,0.0
2025,Moldova,general,0.0
2025,Monaco,general,0.0
2025,Mongolia,general,0.0
2025,Montenegro,general,0.0
2025,Montserrat ,general,0.0
2025,Morocco,general,0.0
2025,Mozambique,general,0.0
2025,Myanmar (Burma),general,0.0
2025,Namibia,general,0.0
2025,Nauru,general,0.0
2025,Nepal,general,0.0
2025,Netherlands,general,0.0
2025,New Caledonia,general,0.0
2025,New Zealand,general,0.0
2025,Nicaragua,general,0.0
2025,Niger,general,0.0
2025,Nigeria,general,0.0
2025,Niue,general,0.0
2025,Norfolk Island,general,0.0
2025,North Macedonia,general,0.0
2025,Norway,general,0.0
2025,Oman,general,0.0
2025,Pakistan,general,0.0
2025,Palau,general,0.0
2025,Panama,general,0.0
2025,Papua New Guinea,general,0.0
2025,Paraguay,general,0.0
2025,Peru,general,0.0
2025,Philippines,general,0.0
2025,Pitcairn Islands,general,0.0
2025,Poland,general,0.0
2025,Portugal,general,0.0
2025,Qatar,general,0.0
2025,Republic of the Congo,general,0.0
2025,Reunion,general,0.0
2025,Romania,general,0.0
2025,Russia,general,0.0
2025,Rwanda,general,0.0
2025,Saint Helena,general,0.0
2025,Saint Kitts and Nevis,general,0.0
2025,Saint Lucia,general,0.0
2025,Saint Pierre and Miquelon,general,0.0
2025,Saint Vincent and the Grenadines,general,0.0
2025,Samoa,general,0.0
2025,San Marino,general,0.0
2025,Saudi Arabia,general,0.0
2025,Senegal,general,0.0
2025,Serbia,general,0.0
2025,Seychelles,general,0.0
2025,Sierra Leone,general,0.0
2025,Singapore,general,0.0
2025,Sint Maarten,general,0.0
2025,Slovakia,general,0.0
2025,Slovenia,general,0.0
2025,Solomon Islands,general,0.0
2025,Somalia,general,0.0
2025,South Africa,general,0.0
2025,South Korea,general,0.0
2025,South Sudan,general,0.0
2025,Spain,general,0.0
2025,Sri Lanka,general,0.0
2025,Suriname,general,0.0
2025,Svalbard and Jan Mayen,general,0.0
2025,Sweden,general,0.0
2025,Switzerland,general,0.0
2025,Syria,general,0.0
2025,São Tomé and Príncipe,general,0.0
2025,Taiwan,general,0.0
2025,Tajikistan,general,0.0
2025,Tanzania,general,0.0
2025,Thailand,general,0.0
2025,Timor-Leste,general,0.0
2025,Togo,general,0.0
2025,Tokelau,general,0.0
2025,Tonga,general,0.0
2025,Trinidad and Tobago,general,0.0
2025,Tunisia,general,0.0
2025,Turkey,general,0.0
2025,Turkmenistan,general,0.0
2025,Turks and Caicos Islands,general,0.0
2025,Tuvalu,general,0.0
2025,Uganda,general,0.0
2025,Ukraine,general,0.0
2025,United Arab Emirates,general,0.0
2025,United Kingdom,general,0.0
2025,Uruguay,general,0.0
2025,Uzbekistan,general,0.0
2025,Vanuatu,general,0.0
2025,Vatican City,general,0.0
2025,Venezuela,general,0.0
2025,Vietnam,general,0.0
2025,Wallis and Futuna,general,0.0
2025,West Bank,general,0.0
2025,Yemen,general,0.0
2025,Zambia,general,0.0
2025,Zimbabwe,general,0.0
